"","KC1","KC2","KC3","KA1","KA2","KA3"
"Nmt1",45215920.4,42517849.39,45295552.97,49917984.61,48667994.65,51733167.89
"Nmt2",0,0,0,0,734723.9943,976570.1689
"Nnmt",0,1153029.123,1243760.179,919710.9995,0,0
"Nnt",1732146068,1704850246,1809199868,1481404823,1504708247,1546263717
"Nol3",1330322.941,1494293.628,3457447.401,7750490.593,6302903.19,8534904.716
"Nolc1",4773199.897,3824974.328,5817954.77,7954941.567,10073241.94,9003816.436
"Nomo1",87348899.06,93830371.25,81424503.66,64468090.86,61169853.52,71874864.55
"Nono",0,4960530.451,0,22805699.22,22480928.51,20334039.85
"Nop56",42018108.55,35867428.95,26319651.12,161131486.6,144009937.2,143477279.4
"Nop58",43790727.02,50846618.91,33249273.18,131637877.8,118571574.5,123419987.8
"Nox4",11301888.78,10265333.41,10764819.86,5870222.961,5179657.204,7286915.684
"Npc2",115891799.3,144985533.8,97671180.35,220330223,211023986.6,226913024.1
"Npepl1",63016104.28,60120032.79,64984444.09,48018758.24,50800733.58,49342339.45
"Npepps",124749759,126819852.2,131518331.2,221277173.1,226796222,190587048.2
"Nphs2",1265135.872,1425402.525,1728561.363,7561603.167,6545287.633,5878707.237
"Npl",144761128,139305217.9,117603704.1,317946038.2,289230638.1,313423122.9
"Nploc4",8567718.265,10217294.65,11527870.52,21676629.96,25487454.28,23238967.17
"Npm1",304301758.8,274714363.5,311217631.9,735972801.8,687437186.6,660289738.6
"Npm3",0,0,0,2984456.395,2752565.643,2935936.257
"Npnt",2247345.306,5039629.309,5199268.668,19188690.54,21309578.02,16143305.17
"Npr1",491227.0123,530879.9872,507026.1113,718924.5801,772274.358,896809.6582
"Nptn",17596118.34,15689045.77,18375162.86,41330278.86,46803076.95,51068567.56
"Nqo1",114463709.6,134388939.2,137609092.1,139025828.4,119147707.7,118342873.6
"Nqo2",74646027.55,57356133.03,84739504,57609589.87,75662549.37,64320840.3
"Nr2f1",10369935.12,10044962.86,10511640.74,26006561.19,19847898.24,22245858.12
"Nr3c1",0,0,0,1346979.016,879968.338,1053616.714
"Nrbp1",0,0,0,2302144.036,1793927.473,1985691.081
"Nrd1",10242386.19,13362297.74,12691557.03,26962077.24,25279428.56,30776501.05
"Nrp1",0,0,0,2704634.443,1858372.607,2413804.085
"Nsdhl",32531814.99,33527831.33,28451520.77,25186509.66,18513891.75,16963231.48
"Nsf",108259190.6,105354011.9,96575238.13,168139246.1,153528028.4,176738192.1
"Nsfl1c",128197176.9,117894308.2,127877591.8,172871013.9,159719536.5,163782855
"Nsun2",13881944.22,16313940.74,13993485.06,28429712.93,29808172.04,30110379.3
"Nt5c",2911060.075,3517060.315,4134976.044,18163253.71,16640835.74,22309259.98
"Nt5c2",36733690.28,39554443.63,27476975.57,16439997.51,22833595.07,24047680.95
"Nt5c3a",36337169.3,31723948.28,33656465.2,18427133.41,24676483.64,20414995.38
"Nt5e",36895549.89,27642156.37,24673738.03,20781792.61,43368054.94,44250953.7
"Ntn4",2036588.357,1558292.924,1302060.141,2859183.151,5753773.92,5539260.833
"Ntpcr",1214684.612,789499.7758,0,2487144.1,0,3124954.676
"Nub1",0,2772447.773,1136362.695,22798373.04,25165691.66,21353107.16
"Nubp1",1383103.203,0,0,6117964.866,6526956.269,6374916.304
"Nubp2",1932096.002,1493227.242,1468509.474,4981126.466,6843941.388,8089531.385
"Nubpl",21415248.11,21544187.56,21429718.63,12664691.36,19889942.08,18227176.39
"Nucb1",148404774.2,128677612,149289386,213660786.9,191595138.2,203719531.7
"Nucb2",9297134.943,8644006.987,9282687.304,13602385.46,19648138.86,17896755.39
"Nucks1",28274462.75,30062126.76,34196867.06,85174749.2,70717895.03,67330109.55
"Nudc",69310592.86,61302766.7,61835476.3,108496244.6,104846863.4,106310936.1
"Nudcd1",15467751.94,14562284.59,22689278.33,59115153.27,69342279.97,67490139.36
"Nudcd2",3860167.052,12836049.98,6554811.21,12607165.88,22752190.2,12256018.14
"Nudcd3",0,0,0,1424002.362,0,852466.2892
"Nudt12",54371475.13,57263532.62,51761119.46,19142301.91,14528302.21,29028851.52
"Nudt14",0,0,4702498.334,9298331.85,10177204.68,10780798.2
"Nudt16",2665977.255,2025840.968,3829769.512,6211557.121,4880126.887,3040446.388
"Nudt16l1",0,852293.2382,1152987.069,2528932.974,2595580.853,1908361.138
"Nudt19",2346240954,2422875497,2405538951,70699149.1,72222120.64,75435026.09
"Nudt2",25453216.8,18519765.52,28564515.91,36245233.83,39066856.7,39951012.66
"Nudt21",17839689.62,16296715.62,20767609.98,35215285.91,45339033,27546318.22
"Nudt3",0,1960189.917,0,0,0,0
"Nudt4",13437760.91,16059222.41,10700179.21,32710282.88,32795878.43,33218660.2
"Nudt5",39970166.96,33530585.51,36135267.92,61474705.6,58967208.71,57510362.86
"Nudt7",14769567.44,18639386.81,13256804.63,4990231.119,6649868.2,7758706.088
"Nudt8",22664520.82,27973733.47,23234194.51,8343984.767,5889536.625,12771323.69
"Nudt9",1925534.264,1600631.55,1195402.557,2572718.472,2878428.208,2646773.865
"Nufip2",170138.8822,173052.6166,251027.0311,1064177.228,0,0
"Numa1",53960947.92,61674581.15,65966048.12,166958510.2,142865333.1,138105920
"Numb",3804253.455,3849075.653,2998594.067,4700457.846,7946366.124,4366206.259
"Nup107",3947078.459,5056015.397,0,8648102.465,5354662.778,9039844.07
"Nup133",0,3116924.598,1592872.685,10517285.58,8173319.396,8121721.279
"Nup153",3499783.428,2971552.657,689774.0029,0,3967181.937,0
"Nup155",6708594.331,4310714.154,2763821.785,11251382.03,13973841.56,17468065.2
"Nup160",2959108.415,2734287.576,3872855.848,2500836.329,2407278.735,16181287.9
"Nup205",0,0,0,17101345.53,12013891.12,17095358.64
"Nup210",7650940.873,4565222.145,2734778.379,20414437.84,19184276.35,12133668.22
"Nup214",1478134.768,1503185.557,0,10079556.98,5012868.419,9140509.874
"Nup35",12113259.06,11129450.51,10976032.97,23401834.36,28490225.95,23319863.81
"Nup58",2087220.217,0,2002272.421,0,4104261.981,4056986.802
"Nup62",9455537.966,5496392.691,6565772.524,29200114.79,27887244.03,33022756.65
"Nup93",9013420.054,10419570.25,12636422.65,63470599.23,53104670.61,65298367.75
"Nup98",3654116.368,4010152.267,6231959.243,17685736.04,36681121.26,16059865.37
"Nutf2",58375033.65,47983050.05,57925679.62,92943117.88,88657735.61,89889395.6
"Nxf1",0,0,1558928.073,1586278.705,1458709.821,963069.6223
"Oard1",3661915.036,4232978.832,3789603.951,2362714.466,2807039.201,0
"Oas1a",0,0,0,24415460.26,25927880.7,22883436.72
"Oasl1",1851905.167,2340999.543,2337586.74,4303059.292,4039212.843,3248618.292
"Oat",294463679.3,281052610.1,302181883.9,591517016,595928366.2,576678584
"Ociad1",32618618.42,33950261.78,31289691.16,43051756.05,43223856.4,40968303.27
"Ociad2",15974099.1,14171669.65,13038075.26,21657787.75,9379151.384,18696239.59
"Odr4",35122160.3,30015986.38,35578186.97,26127619.57,33441711.89,34853769.48
"Oga",1349315.386,0,1334312.062,4354030.236,4179467.302,4502700.591
"Ogdh",2270942283,2431663159,2377511504,1996906220,1972577706,1875277017
"Ogdhl",2171855.046,1032709.692,486403.4541,1531114.453,2692925.403,2237314.935
"Ogfr",0,993506.2585,923404.6437,0,2545667.925,0
"Ogn",994611.6578,1599396.416,4344297.196,14204505.29,11446881.12,11695137.46
"Ogt",8187509.837,10462309.83,5427292.273,11170686.55,20953746.52,18176679.85
"Ola1",62557017.55,58837805.04,53888454.35,102248825.7,103025450.6,105113191.6
"Opa1",148251570.2,143142476.7,124604739.6,108966356.5,103765057.2,115076615
"Opa3",10190919.6,10689278.71,10033984.25,6678484.569,7943132.307,6718306.08
"Oplah",360554185.3,347588145.4,388035418.5,308811739.9,323542077.5,363606112.5
"Optn",0,0,0,0,0,0
"Orm1",5386070.976,6982178.263,0,0,0,0
"Orm2",0,0,0,0,0,0
"Os9",2650378.543,3956369.421,3407402.43,4507512.394,3864428.106,1530837.266
"Osbp",22094867.38,28225768.61,19607141.31,37037422.16,40389503.48,44338223.64
"Osbpl10",4288842.748,4609434.858,5311748.457,5938024.065,6010538.479,7128650.857
"Osbpl1a",5215576.374,4585394.795,6308762.319,6020428.449,6159680.942,6206081.861
"Osbpl3",14736396.79,13550756.39,14442028.9,15005200.35,13532754.81,12488568.55
"Osbpl6",10199319.56,9741056.957,8672527.256,14350682.01,13089436.39,14323119.7
"Osbpl8",45535978.14,42590012.04,49857473.47,17360413.31,12898101.06,19412828.25
"Osbpl9",10964539.5,10252337.64,6275710.956,14404327.31,14990799.56,16843602.12
"Osgep",5704361.215,3549982.592,3748369.907,10469802.67,5394480.718,9675397.021
"Ostc",15954144.17,16339061.14,13636909.45,20265508.27,20870437.45,19543706.44
"Ostf1",37822749.33,38284769.81,45313541.45,77906881.02,95781873.16,88492750.78
"Otc",7562695.859,11063553,11479421.7,4965916.352,23925916.5,13906954.55
"OTTMUSCASG00059405",0,0,0,1835695.059,1655750.543,2088265.243
"OTTMUSPWKG00059374",70524177.84,61379048.71,68292770.73,297703331.9,272541495.8,289235672.3
"Otub1",105733820.9,107838924.3,103828433.9,199962340.8,191652008.9,188692417
"Otud4",546553.3381,0,610229.7516,1145062.862,1035006.372,1194492.212
"Otud6b",0,0,2446150.294,6289269.242,6562398.442,4729673.112
"Oxa1l",15982184.89,16705057.62,22601370.63,14937948.88,14332487.42,12224927
"Oxct1",1661456179,1690911364,1671628232,1261960336,1316934396,1244133894
"Oxnad1",45095869.19,53912488.2,58929402.75,40071995.38,30526980.56,43183328.79
"Oxsm",339215599.7,300011421,301583737.6,98873335.16,105587809.5,91828912.21
"Oxsr1",20969197.18,20287598.98,22141073.45,39864027.77,33135795.36,41832713.54
"P2rx4",1195214.209,0,0,2344157.979,0,3853577.114
"P33monox",12661363.68,8206101.684,7502643.904,3909675.665,5703457.34,3878616.401
"P4ha1",3590982.248,2583612.535,3412585.902,8588614.148,10646945.79,10635921.26
"P4ha2",0,0,0,1301849.49,0,1806848.878
"P4hb",1920202554,2012061907,2002605779,1615882406,1664508490,1709443103
"Pa2g4",207827359.5,199215731.8,195966787.8,350401468.1,331938733.5,301219615.7
"Pabpc1",287051527,262381208.9,281562522,389342032.9,376667177.9,397986656.5
"Pabpc4",26835111.63,22408639.89,22040798.76,35382171.38,29775064.72,41434845.22
"Pacs1",4637874.065,4060426.427,5206124.701,2569798.893,2611612.828,1824850.979
"Pacsin2",126568826.2,145042642,142844250.5,147916292.1,158420547.8,159106799
"Pacsin3",19239050.84,9754894.944,13359024.58,49449975.32,59211052.98,57828217.49
"Paf1",0,0,0,1913128.238,1920527.824,1898587.315
"Pafah1b1",114684571,101000342.6,98718146.49,166254067.9,147372251.1,157558321.3
"Pafah1b2",25125644.31,23842508.16,27846865.88,58324515.95,58319217.32,64990564.58
"Pafah1b3",7230217.336,6501577.568,7324708.46,17669885.97,15896736.75,16938925.04
"Pafah2",84119152.11,53777282.34,71148481.8,47667056.41,46435406.68,52779986.8
"Pah",973002822.4,892840651.1,910721609.5,256700554.1,237434144.7,230644165.9
"Paics",218367114.2,231883747.3,250473790.9,329583768.5,305930251.2,323591468.6
"Paip1",14818653.17,16656307.2,36984141.53,46413736.29,46360006.38,44805497.92
"Pak1",9396620.698,12032884.14,13743098.39,7843599.722,6214537.283,6039381.607
"Pak2",35895778.06,35190302.38,37267477.85,99141874.13,94115006.6,104066808.5
"Palld",71847290.88,79323044.86,77641476.6,135994327.2,132337160.1,119135369.3
"Palm",21613924.7,12954638.8,10339043.42,11875922.56,11949054.5,12201551.88
"Palmd",13952234.49,19503184.67,17372243.87,20935658.39,15719842.1,15835483.51
"Pals1",932572.4335,0,2158929.245,6267858.689,11573812.67,2113856.885
"Pam16",13906621.52,17731328.76,12455440.18,7651803.159,13410457.38,12210125.61
"Pank1",4087832.646,3824357.466,1986526.703,0,0,0
"Pank2",1258567.109,969949.7987,1248743.14,1335085.343,1572492.941,1904034.879
"Pank4",1237616.94,995936.4152,1153476.427,1982637.179,2656712.285,2168790.135
"Papln",0,0,1447846.982,3709602.896,4475712.849,3118215.454
"Papola",0,0,0,3054554.214,3119472.652,1975490.547
"Papss1",24976654.05,22671326.27,17269401.61,20709074.31,21075113.74,22339833.59
"Papss2",398654083.9,358648004.5,352576538.5,82062329.37,61920302.24,56304751.21
"Paqr9",5207647.43,4576236.309,4694576.813,0,0,0
"Pard6b",5179475.822,4600816.967,5602474.49,7656244.947,9406768.898,10089185.38
"Park7",473304662.9,453559384.2,452424822.7,609239640,565042764.2,588067031.6
"Parl",6034495.388,4068951.247,4562767.499,2884677.137,3659198.377,4337487.556
"Parp1",20709135.95,13699840.63,18898653.06,45631568.86,39826730.22,41900414.81
"Parp12",0,0,0,23832118.66,25026814.58,21744117.77
"Parp3",0,0,0,3835153.352,3330988.737,3110999.744
"Parp9",2840327.282,5499500.816,2032684.167,316025833.3,30592941.98,297260049.5
"Pars2",3308358.894,3866236.696,2770584.728,1531589.599,1692112.933,1515078.596
"Parva",46851889.51,41166742.6,47618876.14,95251899.32,73268717.86,76537468.03
"Parvb",1058141.721,0,0,0,0,0
"Patj",6863468.686,1599586.629,2713292.016,8372552.567,8072953.545,7862578.622
"Patl1",341282.3606,412622.0764,796908.796,1434350.282,970717.7441,1658421.9
"Pawr",33328525.75,28117372.49,19040730.24,54535028.19,38378622.6,46776551.51
"Pbdc1",4494380.577,6124951.854,5130797.909,2341890.529,2200007.451,2224003.426
"Pbld1",190298780.8,139800422.6,137230949,45047357.31,59886943.9,44330653.29
"Pbld2",19316621.37,22085928.09,22654368.69,10252673.61,16381109.41,15832239.17
"Pbrm1",0,360143.9711,0,764962.1639,996223.8677,777048.4402
"Pbx1",0,0,2540481.025,3480307.071,3047313.341,2993122.881
"Pcbd1",381684983,405572780.2,368530981.7,248944777.3,238697816,222225376.7
"Pcbd2",61320864.03,52275762.17,52307701.49,34432311.31,31131830.19,39341737.96
"Pcbp1",234447527.5,215421221.8,240423198.6,377609605.9,378305737.4,332200616.5
"Pcbp2",53760497.4,53432168.13,55164981.86,112440089.2,107146078.2,98523122.74
"Pcbp3",4950765.884,2255739.744,4723777.736,3447025.592,4194798.616,0
"Pcca",1048358461,1051189458,1045099812,646760974,700485061.3,675715010.5
"Pccb",748994783.1,720415576.3,720180624.4,471320592.7,486242340,461480575.4
"Pcdh1",7793182.463,7946326.866,5616182.518,5694704.527,4645591.172,2618431.843
"Pck1",907267208.6,699491453.7,575801222.9,264641942.7,232263158.9,453207078
"Pck2",22387218.84,13725120.45,27639435.78,55110997.05,46803923.69,51936276.13
"Pcmt1",27464064.65,29543342.99,27936867.17,44094710.09,40684954.27,53570513.24
"Pcmtd1",2117905.091,1788086.723,2076337.904,4001299.365,3245248.803,2019736.136
"Pcna",19889915.84,16954514.06,17142812.05,62285592.48,60783070.96,70352338.96
"Pcnp",11359529.86,26010191.94,13892967.38,44496692.36,43231780.79,39568517.46
"Pctp",8626047.688,6771517.679,2115632.755,4732356.587,6594425.649,18197264.82
"Pcx",5517570964,4952195168,4873890079,1910104483,2075210078,2135663749
"Pcyox1",32279188.02,26218985.8,26982882.77,72827701.16,61234440.12,67083186.74
"Pcyox1l",0,966791.1434,0,1129651.223,849537.1085,1445758.003
"Pcyt1a",13794988.9,12573065.97,13483859.88,12698696.06,10426799.79,18096950.75
"Pcyt2",26245817.69,33267636.37,33804379.24,31604308.73,31805428.13,36665438.46
"Pdap1",18449147.88,16538816.18,13897773.15,26282316.86,26810125.89,26656336.57
"Pdcd10",28600582.51,27128462.93,28046812.02,66063228.2,52642349.62,56284607.39
"Pdcd4",3885946.506,2876257.925,2752546.609,20487109.45,24150810.29,15126343.49
"Pdcd5",20484120.08,18913411.03,23624485.95,50180233.09,50159108.44,45298580.06
"Pdcd6",53583391.58,65274187.66,24788587.16,60016309.05,53115017.93,55441022.11
"Pdcd6ip",223153738,195530440.4,209670419.9,452823443.8,423831122.9,446382679.6
"Pdcl3",0,0,0,5113288.258,6501800.219,6452782.643
"Pde12",101126532.7,101047585.1,81823255.68,27058678.53,22423545.03,28287472.58
"Pde4c",2968755.226,3066265.467,5123443.984,960046.5695,700835.7427,0
"Pdha1",1133742014,1161139043,1175429957,1035930400,1066016300,1044625423
"Pdhb",656014803.9,665265694.9,682226440,665720868.5,660999262.2,630468487.7
